genes	geneNames	C20_1	C20_2	C20_3	G20_1	G20_2	G20_3	GA20_1	GA20_2	GA20_3	L20_1	L20_2	L20_3	L20_4	L20_5	L20_6	L20_7	L20_8	X20_1	X20_2	X20_3
CIC11T00000002376	 ACP1	9.11610721	8.84333906	8.997501044	9.780284646	9.517118521	9.402619252	8.839043976	8.345911898	8.929696859	8.829931858	9.290360792	9.33911395	9.789265071	8.771774678	9.723971658	9.54318999	9.563164605	9.380076103	9.902024928	9.907070145
CIC11T00000005159	 YLR422w	10.3207308	10.52280557	10.99550018	9.937722924	10.36653748	10.24567827	10.7870799	11.10059875	10.96509954	10.07309714	9.210647714	9.147153105	9.462412007	10.25767145	9.509949926	9.436796551	9.447571581	10.64019281	10.26361218	10.44871389
CIC11T00000001145	 SSY1	6.727992547	6.825783636	6.004420105	7.010285623	6.112187398	7.606573646	7.653408465	7.849239834	8.007794004	8.216875967	7.470086107	7.524849442	7.415863338	7.990841835	7.369459782	7.311712259	7.424586377	6.945774935	5.74605339	6.57086656
CIC11T00000003396	 augustus_masked-chr2-processed-gene-3.58	9.914885449	9.847234653	9.71831698	11.84633293	11.7048304	11.95417288	10.82242312	10.92988938	10.91057879	10.53715688	9.802189202	9.794976783	9.940474762	10.7555615	9.851460614	9.872108082	9.790402569	10.85972376	10.6709617	10.72486138
CIC11T00000005087	 PLB3_2	4.082182273	4.180140054	4.590579758	2.509964438	2.808032373	2.845673261	4.41768175	4.955662373	5.088605507	4.067959999	3.779846425	4.006355705	4.461668498	4.121316426	4.134845505	4.264788796	4.307017336	3.077270924	3.063678698	3.44414699
CIC11T00000002656	 DIP2	7.777551627	7.946064264	8.147143847	9.710894322	9.558206301	9.881553113	8.403219809	8.656520239	8.661870068	8.62138092	8.341480781	8.257387681	8.577089158	8.733886043	8.485305165	8.431374603	8.229932569	8.61499376	8.520222228	8.571788255
CIC11T00000004297	 snap_masked-chr2-processed-gene-3.128	1.466334344	1.731738387	1.963564047	0.375195863	0.76717667	1.139841696	0.948482151	1.926401021	2.107535236	2.102501908	1.184895404	1.215078079	1.204995277	2.098636504	1.789087642	1.992569858	1.353699649	0.515154542	0.159633231	0.536506521
CIC11T00000002137	 GAL11	10.00504107	10.25452597	9.586838163	8.379504142	8.73051535	9.060781494	9.913284894	10.51771298	10.40504645	10.64898577	10.27589056	10.24541338	10.29517913	10.54562376	10.29311204	10.36738676	10.40070142	9.373154831	8.851539196	9.269930118
CIC11T00000003795	 LTP1	6.959341108	6.783627573	7.269846312	7.101504406	6.720192506	6.347169678	5.785008688	5.64966528	5.749372297	6.606693491	7.068994901	7.10198925	6.90843275	6.341859865	7.036682355	6.892731683	7.153198376	6.502093827	7.138251703	6.881956356
CIC11T00000003655	 NOT5	9.095560267	9.092828491	8.411905802	8.965797908	9.155430576	8.831367682	9.067908945	8.96920919	8.889622908	8.598297509	9.072545471	9.1572994	9.359618556	8.598953737	9.283461257	9.368505844	9.283889082	9.049316793	9.196183029	9.034648053
CIC11T00000005928	 augustus_masked-chr2-processed-gene-3.64	10.08914615	10.11625835	10.32888906	8.199920975	8.396964404	8.311332078	10.57690388	10.80133089	10.85249761	9.575073362	9.727039361	9.757357973	9.798810676	9.695456729	9.765076834	9.97990826	9.885007255	9.330079813	9.106837318	9.053227935
CIC11T00000004736	 Tkt	13.75134372	13.689518	13.13495771	13.47214976	13.59556192	13.639489	13.79370261	13.69591824	13.84832365	13.55392842	13.08939013	13.07558966	13.2310901	13.5888505	13.21410823	13.26509078	13.25204388	15.54661713	15.68874126	15.48440109
CIC11T00000000284	 ADH2	13.00975641	13.11299176	13.21327653	7.463288165	8.53262856	7.138789666	14.39646431	14.60836192	14.49689946	14.30235301	13.98227162	13.97278194	13.78362794	14.09897735	13.77213484	13.94291278	13.95512386	10.09099281	9.495297261	9.508277646
CIC11T00000002293	 snap_masked-chr2-processed-gene-3.130	0.062660961	0.428281893	0.089191117	1.301344909	1.060573169	1.932368129	0.493291612	0.979996557	0.9668364	-0.116181786	0.120710586	0.481442026	-0.313877927	0.137861845	0.11629832	-0.454142429	0.28739812	2.300339781	1.453801913	2.016048078
CIC11T00000000458	 SNX3	4.785310561	4.431197124	5.078906522	4.754926564	4.263020383	4.207919893	4.488331903	4.131356282	4.224862473	3.886024109	5.135738671	4.974732758	4.525293949	3.971035032	4.584360517	4.606665334	4.676450365	4.234119908	4.912093916	4.870316354
CIC11T00000001566	 OLE1	14.02603889	13.99432849	13.79528531	13.82761811	13.83895223	13.85411035	13.71354313	13.6914074	13.53554305	14.53393411	14.55163592	14.5721296	14.73279676	14.72671537	14.72950917	14.77472206	14.7544874	13.77469137	13.67669919	13.59320608
CIC11T00000000953	 SDS23	9.903763772	9.955242803	8.940099651	8.545396916	8.750594016	8.808058285	9.969184852	10.15951687	10.10681316	9.981133151	9.88996898	9.835336176	9.791656305	9.904618946	9.827809266	10.00067749	9.886650908	9.408485274	9.307820728	9.436316978
CIC11T00000001299	 TEF1_2	14.53994555	14.50621204	14.65463794	15.05825	14.92964264	14.83263269	14.64537221	14.47706635	14.50299016	14.09011066	14.03724228	14.01649096	14.0357367	14.15356945	14.03314581	14.11171863	14.07242937	14.74804049	14.75090465	14.59218446
CIC11T00000000468	 GCV2	9.851664488	9.773923569	8.77285141	11.6262498	12.5311357	12.03034627	7.265195302	7.437359409	7.688230586	8.754768289	8.11316166	8.078712859	8.706760156	8.864290535	8.638411223	8.500053351	8.71467429	10.63545949	11.04391028	10.8899191
CIC11T00000002848	 YPL247c	8.483106874	8.449118733	8.393578832	7.328631348	7.974503962	7.167141857	8.476202586	8.527812884	8.741709369	7.013475343	7.249219291	7.492561633	7.023648436	6.688976198	7.291507369	7.694155789	7.440595954	7.766162321	7.985606022	8.069245882
CIC11T00000005781	 snap_masked-chr2-processed-gene-3.134	7.284736649	7.236752078	5.900418851	3.947847446	4.657839924	4.605078089	7.872896575	9.112878469	9.018941531	7.000736106	7.124685441	7.076487533	7.066606073	6.789661493	7.127852208	7.493041915	6.999236	4.475697856	4.663289392	4.398689981
CIC11T00000001331	 reP	8.61902382	8.542207662	7.168611695	5.749598512	6.060493794	5.999999193	9.147028517	9.917744923	9.851782046	8.171833984	7.965963568	8.044654303	7.998102264	8.14249076	7.966209469	7.894434818	7.702508886	6.06501739	6.44797238	6.162377273
CIC11T00000003539	 augustus_masked-chr2-processed-gene-3.70	9.095560267	8.955007021	7.911359617	6.60471988	6.526568724	6.476087939	9.926673744	10.39511218	10.02946745	8.806738056	8.741593036	8.807782012	8.698361487	8.70581418	8.900861198	8.842352217	8.69335382	6.882983239	7.549480092	7.273703979
CIC11T00000001545	 MRPL19	6.505776944	6.186842685	6.328178926	7.375371596	7.335264594	6.765404688	5.96101216	5.720964542	5.682136957	6.052560663	6.830325891	6.684762973	7.231458045	6.178615781	7.225415615	6.767478125	7.07431129	6.694632827	7.293257039	7.034502733
CIC11T00000004985	 NPR1	9.671489901	9.791205026	8.940099651	9.576886038	10.09553836	10.21615628	8.980477719	9.483267504	9.47014019	9.702698486	8.861929175	8.791648128	8.840617676	9.521352691	8.857059893	8.78417235	8.786147782	10.41300253	10.14940608	10.39143712
CIC11T00000002662	 YNL181w	6.126850785	6.171997674	5.625195193	6.493683023	6.43359971	6.275611844	6.369405915	6.259773021	6.157240315	6.088945466	6.179317762	6.373275837	6.240104229	5.960295641	6.132201215	6.107676387	6.141533245	5.846111903	6.180516726	6.102168477
CIC11T00000002486	 IPI3	6.48460907	6.408384443	6.031149373	9.140999759	8.660159027	9.067898223	7.34165554	7.050991672	7.151008295	7.664888288	7.831349097	7.894012471	7.80480848	7.752890445	7.980230771	7.887039044	7.763748614	7.893831818	7.584530315	7.639621996
CIC11T00000002018	 snap_masked-chr2-processed-gene-3.138	2.717048158	2.345878868	3.335157236	2.970127256	1.500968164	3.157537529	4.963282483	4.810292849	4.956184042	4.607252701	4.361274808	4.746649911	4.708882749	4.578100477	4.729010412	4.208789544	4.37163621	2.499740345	2.085434523	2.26963069
CIC11T00000001347	 NOP6	4.736784412	4.810142464	4.511662094	7.922633443	6.833049541	7.575874184	5.837499453	5.779039629	5.375260236	6.462942489	7.282344012	7.281471384	7.474380803	7.003595242	7.509798949	7.448952864	6.986504361	6.12218048	6.173811882	5.874532543
CIC11T00000001845	 Rac1	8.186549249	7.965105108	7.299430123	8.122471705	8.309181518	8.257541593	6.794533883	6.520058351	6.799289467	7.617596139	8.535963333	8.521753721	8.660142108	7.797103358	8.746946002	8.539121301	8.628050911	8.169328409	8.383950606	8.191729783
CIC11T00000005919	 SHR3	9.224612648	9.124356913	9.476646003	9.555806204	9.544927411	9.247018287	8.669591511	8.521484269	8.625379681	8.685436191	8.826565803	8.756936615	8.792945515	8.637688142	8.754310277	9.007495924	8.872123	9.326023154	9.542667164	9.247731813
CIC11T00000003382	 MRPL22	8.305496967	8.421933079	8.114912679	7.852838212	8.919018832	8.019138519	7.835716606	8.0679461	8.187911437	7.348459492	7.640339529	7.700075209	7.766721813	7.510409896	7.966209469	7.804106307	7.763748614	8.348544624	8.935064569	8.471974906
CIC11T00000004165	 YPEL2	5.838920064	5.870111817	5.661857525	4.205364854	2.604398589	4.802141521	9.615812171	9.67794104	9.379308493	8.937719483	9.091390904	9.104302698	8.788922243	8.767076531	8.99661127	9.085221464	9.209572392	4.256851028	2.970425842	4.308461633
CIC11T00000002343	 UBP10	6.925941648	7.208949435	7.401836622	8.650398682	8.752020759	9.142482001	7.023034679	7.473670007	7.347477867	8.581467411	8.20890229	8.207393056	8.509132919	8.785805028	8.405871437	7.9383235	8.282477844	7.588283774	7.37044296	7.287352606
CIC11T00000000028	 RRI1	5.544247751	5.799441837	6.337694795	4.714614506	5.08301782	4.249930539	5.918043584	5.999991109	6.096039327	4.447893157	4.870131035	4.521966531	4.668991326	4.135052234	4.53464472	4.50531919	5.209399683	4.606920817	5.123007586	4.826201317
CIC11T00000002348	 RIM4	2.164019759	2.26364562	2.563623991	2.084398469	1.967331224	2.477553254	2.69106516	3.121502438	2.767684114	2.774809836	2.740565824	3.011839606	2.824782186	2.659414769	3.050195518	2.948514913	2.666188057	1.697557849	1.469000522	1.908597392
CIC11T00000000624	 CREA	8.183891575	8.276850385	6.84577015	5.491692685	5.805533583	6.512712843	8.014378723	8.993550535	9.294679343	7.701675852	7.441613245	7.265678412	6.890236043	7.028701594	7.102856307	7.136299135	6.848837214	6.574687282	6.89516416	6.965825371
CIC11T00000000223	 GCN1	10.84946752	10.85054312	10.89810993	11.61731104	11.96626669	12.00602781	10.61278811	10.84649651	10.93021772	10.51833213	9.748520445	9.815272112	9.909481442	10.55436574	9.884314635	9.972054003	9.951146659	11.64030831	11.45243358	11.5713756
CIC11T00000004352	 augustus_masked-chr2-processed-gene-4.48	5.551718094	5.765153291	5.625195193	6.242201319	5.628449029	6.081636282	5.506901012	5.560031173	5.534763499	5.835455484	5.883083836	5.731260688	5.837311271	5.473438238	5.550607554	5.653090058	5.544162016	5.306833414	5.576515184	5.527277755
CIC11T00000004309	 CTH1	11.65595195	11.39298846	10.93357077	8.866515348	9.391298595	9.613384672	11.71455398	12.17020077	12.39284047	10.58240235	10.95147307	11.01390957	10.42134084	9.895968527	10.31212039	10.43217707	10.38373384	10.89718015	10.18429607	11.11188348
CIC11T00000005009	 rqh1	5.915404444	5.896570217	5.769089186	5.074385732	5.137509574	5.545458713	5.950332384	6.141401988	6.079702467	6.320881685	6.329790846	6.417731906	6.759115534	6.441911351	6.659451204	6.684486468	6.660266209	5.354930773	5.142351468	5.71446313
CIC11T00000002899	 UBE2w	3.700332685	3.785513997	3.124515807	4.167063933	3.929080458	4.571709851	3.594448116	4.50353332	4.476550668	2.908175776	3.140213736	3.045269242	3.128207301	3.119164619	2.718425375	2.906824415	3.366542469	4.316690298	3.566631378	4.092151867
CIC11T00000003336	 GAL4	10.85756253	10.69936355	10.58826191	10.32975029	10.32650239	10.51052975	10.31183958	10.41620815	10.61498279	9.676090433	9.937546978	9.957669487	9.695936245	9.377241003	9.648152631	10.03894704	9.962188729	10.33484499	10.49912043	10.42937338
CIC11T00000004211	 augustus_masked-chr2-processed-gene-4.52	9.125453312	8.745700664	8.360610952	7.421239689	7.262353649	7.655978386	9.848551634	9.83514983	10.28478719	9.363861989	8.864265018	8.922979669	8.748250217	9.201905022	8.914498493	8.734396328	8.687221846	7.943404481	8.112528878	8.196369736
CIC11T00000005047	 GYP5	6.207636153	6.554183388	6.047062879	5.650399394	6.46370771	6.069039809	5.932440634	6.288569551	6.198332686	6.421756453	5.692303369	5.717055936	5.823726152	6.143810808	5.799561885	6.166907813	6.123859638	6.019249616	5.811892973	6.112890933
CIC11T00000003107	 RPS4	13.55382879	13.52591084	13.59039382	14.26707592	14.156403	13.93032138	13.40976431	12.99222915	13.08932902	12.76629929	12.89058186	12.8687718	12.8972095	12.89860566	12.89151271	12.93761956	12.95890826	13.76490879	13.92781453	13.57924791
CIC11T00000003794	 YHR202w	6.811352535	7.069332039	7.344757516	6.762897022	6.486065562	6.70051338	6.453612038	6.397692102	6.251141413	6.39608892	6.595081282	6.624336293	6.485843395	6.382761586	6.683236177	6.802247018	6.780589435	6.154313964	6.342925628	5.893912944
CIC11T00000000832	 MTR2	6.288932879	5.816430496	5.950170389	7.245459864	6.839536853	6.534021266	6.195823727	6.217624833	6.251141413	6.19526947	6.634786707	6.520413505	6.421047398	6.01469355	6.253306024	6.137453621	6.441271255	6.12218048	6.833201096	6.606670023
CIC11T00000004124	 snap_masked-chr2-processed-gene-4.96	5.577712724	5.436420226	5.739707798	3.210727313	3.159085542	2.759274534	4.64179267	4.70764449	4.735873008	5.371748225	6.821879524	6.669787204	6.442823063	5.144300898	6.605128039	6.813733276	6.848837214	4.613679804	4.963646635	4.781453411
CIC11T00000000813	 ASH1	9.925385037	9.89091388	8.176665969	9.08905313	9.194696859	9.771450167	8.188947513	8.985469636	8.974816583	10.06477862	10.13979985	10.13207093	10.19273119	10.03420417	10.19572345	10.10571291	10.08645708	9.54809105	9.585874832	9.630784328
CIC11T00000002210	 DSK2	9.464418408	9.370942505	9.339192223	8.858549622	9.003926863	8.473746679	9.501930429	9.248540017	9.483621093	8.839136086	9.226271443	9.246316433	9.301408542	8.768643773	9.426400646	9.320332186	9.37944159	8.839811543	9.387704374	8.98529936
CIC11T00000005824	 TAF8	7.466387936	7.504140232	7.442249907	6.963414229	7.265092666	7.006213805	7.091006588	7.499561852	7.349486461	7.118025182	7.157022872	7.015962472	6.944442058	6.925018576	7.117883645	6.958557619	6.801254265	7.015692502	6.987842999	7.19019997
CIC11T00000000515	 FCP1	8.323049833	8.406414627	8.46794909	7.542387055	8.145208717	7.742674282	8.056582838	8.033429408	8.235264463	8.412459434	8.094853943	8.021664056	8.055345718	8.109770371	7.976733401	7.967128987	7.998123899	8.018682912	7.775800169	8.057776182
CIC11T00000005245	 augustus_masked-chr2-processed-gene-4.74	1.91743451	1.55396664	2.312705247	3.158724636	1.951251727	3.297048661	10.27387629	10.15684731	10.24134424	4.003637584	3.649886692	3.814327367	3.690540567	3.545302411	3.050195518	3.375879673	2.666188057	2.613717077	2.207334849	3.017012958
CIC11T00000000852	 augustus_masked-chr2-processed-gene-4.60	6.923699395	6.954887004	6.993936463	6.666700608	5.317966262	7.153839587	7.260877518	7.894994755	7.779014675	7.870364542	7.22528553	7.067929325	7.44529732	8.229841707	7.462461571	7.842166628	7.921134381	7.195879492	5.682652225	6.176351914
CIC11T00000000104	 prp19	7.155093473	7.16259048	6.907599025	6.851844083	7.284181592	7.191894648	6.591993793	6.845895891	7.021606313	6.933442947	6.841544742	6.562478259	7.263162655	7.230268341	7.253956217	7.244956583	7.549810631	7.044265796	7.262577416	6.932085128
CIC11T00000004880	 PRM15	5.777568292	5.550231009	6.578159756	5.970062747	5.488032213	6.071563754	5.01294717	4.680067051	5.088605507	5.948039316	5.631588325	5.540832237	5.55236763	5.881781182	5.888533341	5.599722711	5.892738248	5.185868746	4.943129008	5.152605564
CIC11T00000002378	 VAN1	9.790837368	9.663393505	9.19527207	9.225069809	9.739866093	9.543135028	8.581214731	8.804499012	8.843570604	9.299461217	9.151927128	9.097359136	9.195931519	9.359887004	9.220455585	9.212287443	9.161638006	9.520800942	9.754006572	9.532468622
CIC11T00000004861	 CTSD	10.21296622	10.04715541	9.520334611	8.97636548	9.415916805	9.277886658	9.195355465	9.461212923	9.431414336	10.18982212	9.960525353	9.872491312	10.12529777	10.2499651	10.11248447	10.26944396	10.12971836	9.095573287	9.268369466	9.023207496
CIC11T00000003080	 SPAC644.13c	7.150995733	6.8118081	7.052313076	5.954120422	5.926830313	5.705245131	6.669466146	6.713930563	6.868278533	6.845396215	6.980438159	6.796792209	6.806714503	6.73794309	6.635447061	6.755783712	6.696238184	6.069140415	6.682550627	6.265464224
CIC11T00000001635	 SPAC18B11.09c	13.68394409	13.61697419	13.69160229	7.780901955	6.137670944	7.520474053	10.15914845	10.04067228	9.831548228	8.916837619	9.64705033	9.611826138	9.760316018	8.884373493	9.49823816	9.602308883	9.326697894	11.65121006	11.84932793	11.89900169
CIC11T00000004377	 GCY1_2	12.69932864	12.64096142	12.82887603	11.17210021	10.99400074	10.79941964	12.43705447	12.13603694	12.10522639	10.91185169	10.91205783	10.89628305	10.81209447	10.87898437	10.75191276	10.66103198	10.77607963	12.19752222	12.18481466	12.12764361
CIC11T00000003024	 MDS3	6.889827405	7.218914596	7.331891511	6.188933635	6.55924985	6.828706874	6.497643182	7.335696313	7.306958713	7.260213293	6.387019449	6.461454036	6.263404046	7.050260939	6.139477112	6.767478125	6.731718912	7.716987794	6.626554296	7.481402575
CIC11T00000004045	 augustus_masked-chr2-processed-gene-4.65	12.65393546	12.75680626	12.28367029	11.54496541	11.98963725	11.83731359	11.82729065	12.24594498	12.22848689	12.56570938	12.09407276	12.07338315	12.10321751	12.45417672	12.10337145	12.18954889	12.23438596	12.55301693	12.3198629	12.26812762
CIC11T00000002281	 ADH3	1.198581043	1.280721583	1.341524467	3.349713157	0.790775789	3.290831603	4.118355935	3.533434841	3.412255763	4.332711569	4.38115691	4.245809231	6.343392339	6.588188793	6.435060157	4.264788796	4.403462307	0.948175057	0.037387732	0.600217972
CIC11T00000005029	 NOP13	5.100919498	5.130952992	4.965766868	8.318507746	7.226469013	7.920476146	6.744699373	6.620196261	6.099294989	7.355118856	7.624049333	7.696759709	7.986480848	7.603243382	7.828615877	7.628968719	7.559960104	6.739825343	6.546086652	6.451014849
CIC11T00000003716	 YGR149w	6.698782644	6.52044281	6.516740443	6.42294937	5.894689326	6.540380257	7.210676553	7.297270716	7.198399673	7.544866618	7.428359113	7.355141635	7.340694751	7.72545943	7.69038862	7.484287725	7.619976094	6.743023434	6.067711238	6.633204586
CIC11T00000000393	 MRPS5	9.638760906	9.540292487	9.71936491	10.21777571	10.44148894	9.973795037	9.250407573	9.18463508	9.102537755	9.16383046	9.405391183	9.443682133	9.439401813	9.362209996	9.266480437	9.305262781	9.288440371	9.872411095	10.37460104	9.983425723
CIC11T00000002927	 DJP1	8.78118052	9.078171578	8.979064094	9.051713619	9.091402184	8.944063873	9.166320159	9.442902354	9.261433598	9.009668201	9.000779623	8.936222073	8.991885597	8.915951705	8.943733212	8.744448164	8.72977006	9.276663577	9.1316975	9.082800362
